TeamId,TeamName,SubmissionDate,Score
4170477,"Khoi Nguyen","2019-12-24 04:28:09",0.83128
4170852,"Rajath S","2019-12-24 04:31:24",0.80163
4170264,szelee,"2019-12-24 04:37:20",0.79038
4170666,"Jack Welty","2019-12-24 04:51:52",0.80265
4170507,"Priyanshu Kumar","2019-12-24 04:53:05",0.82413
4170962,"Wind Bear","2019-12-24 05:00:19",0.57055
4170993,"Simon Grest","2019-12-24 05:05:43",0.57055
4171001,samgu,"2019-12-24 05:06:35",0.82413
4170950,viva,"2019-12-24 05:16:06",0.75562
4170689,"Sethu Iyer","2019-12-24 05:17:30",0.82413
4169990,"Marco Vasquez E","2019-12-24 05:24:01",0.73619
4171081,"Eswaran Krishnasamy","2019-12-24 05:24:41",0.80163
4171081,"Eswaran Krishnasamy","2019-12-24 05:34:28",0.82413
4171094,JavaBlack,"2019-12-24 05:38:31",0.81901
4171178,"Balaji Venkateswaran","2019-12-24 05:41:47",0.82413
4169782,"Joseph Batz","2019-12-24 05:42:12",0.81492
4171183,"Balaji Balasubramanian","2019-12-24 05:42:14",0.80163
4170921,shubhamshukla,"2019-12-24 05:44:01",0.80163
4170264,szelee,"2019-12-24 05:44:17",0.80368
4171140,JNYork,"2019-12-24 05:44:28",0.79038
4171200,"Big ML","2019-12-24 05:45:03",0.77505
4169636,"John David Parsons","2019-12-24 05:47:48",0.79856
4170264,szelee,"2019-12-24 05:48:13",0.82413
4170463,btk1,"2019-12-24 05:48:31",0.82617
4169990,"Marco Vasquez E","2019-12-24 05:51:30",0.74233
4170642,"Chaitanya Krishna","2019-12-24 05:56:50",0.79243
4170709,anshu,"2019-12-24 06:03:12",0.00000
4169782,"Joseph Batz","2019-12-24 06:05:13",0.82413
4170519,"Amal V Nair","2019-12-24 06:05:36",0.80981
4171082,Disaster,"2019-12-24 06:06:17",0.79447
4169539,zehengl,"2019-12-24 06:09:59",0.77198
4170709,anshu,"2019-12-24 06:10:33",0.77607
4170473,"J Karayil","2019-12-24 06:11:47",0.77607
4171134,HDKIM,"2019-12-24 06:12:51",0.78834
4170723,giuglia,"2019-12-24 06:17:19",0.78732
4170747,ask971,"2019-12-24 06:23:54",0.82413
4171082,Disaster,"2019-12-24 06:24:17",0.80163
4171335,"Shwetank Agrawal","2019-12-24 06:25:04",0.76073
4169539,zehengl,"2019-12-24 06:25:55",0.79959
4171054,LDPy,"2019-12-24 06:31:13",0.49284
4171054,LDPy,"2019-12-24 06:34:48",0.49386
4171140,JNYork,"2019-12-24 06:38:13",0.80368
4171096,"Mohsen Yazdinejad","2019-12-24 06:38:24",0.80470
4171476,"Vlad Balanda","2019-12-24 06:40:01",0.82413
4169849,mitubant,"2019-12-24 06:41:59",0.80674
4171140,JNYork,"2019-12-24 06:44:24",0.80879
4171335,"Shwetank Agrawal","2019-12-24 06:49:00",0.78220
4171134,HDKIM,"2019-12-24 06:52:04",0.79959
4171335,"Shwetank Agrawal","2019-12-24 06:53:33",0.78323
4170313,AlkhSharma,"2019-12-24 06:55:43",0.82413
4170709,anshu,"2019-12-24 06:58:59",0.80572
4171175,leelaprasad,"2019-12-24 07:00:13",0.75153
4171508,"Seongyoon Kim","2019-12-24 07:02:40",0.78936
4171552,"Neuron Engineer","2019-12-24 07:02:53",0.80163
4171465,"Adam Louly","2019-12-24 07:09:24",0.00102
4171394,"Harshil Devani","2019-12-24 07:09:28",0.82617
4171694,"JY Ng","2019-12-24 07:14:51",0.57055
4170723,giuglia,"2019-12-24 07:15:04",0.79754
4171465,"Adam Louly","2019-12-24 07:19:54",0.55521
4171704,sssLarry,"2019-12-24 07:20:30",0.82413
4171673,"Arunkumar Venkataramanan","2019-12-24 07:21:56",0.82413
4171465,"Adam Louly","2019-12-24 07:25:50",0.79754
4171465,"Adam Louly","2019-12-24 07:28:54",0.80163
4171793,"Adarsh Biradar","2019-12-24 07:34:45",0.82413
4170356,xywang,"2019-12-24 07:35:49",0.82413
4170922,K-ICM,"2019-12-24 07:39:31",0.79652
4171134,HDKIM,"2019-12-24 07:41:04",0.82413
4170119,MO0515,"2019-12-24 07:42:30",0.77607
4169925,"Naruhiko Nakanishi","2019-12-24 07:42:57",0.82413
4170340,"Xin Qin","2019-12-24 07:43:02",0.77505
4171809,FChmiel,"2019-12-24 07:48:29",0.82413
4170119,MO0515,"2019-12-24 07:54:44",0.80163
4171096,"Mohsen Yazdinejad","2019-12-24 08:00:53",0.81492
4170922,K-ICM,"2019-12-24 08:03:18",0.80368
4171921,"Midhilesh Elavazhagan","2019-12-24 08:03:40",0.79141
4171009,NeoGo,"2019-12-24 08:06:51",0.55828
4171991,"Juri Matualatupauw","2019-12-24 08:07:28",0.80163
4171945,yukiya,"2019-12-24 08:18:59",0.79652
4170163,youlin,"2019-12-24 08:19:08",0.53067
4171056,"Igor Krasovskiy","2019-12-24 08:36:10",0.80163
4171970,Ashwini,"2019-12-24 08:39:44",0.82413
4172156,"Rehan Guha","2019-12-24 08:45:37",0.82413
4172157,iSmexy,"2019-12-24 08:46:15",0.76687
4171050,sashibhushan,"2019-12-24 08:51:42",0.75357
4172106,Sandeep_pandu,"2019-12-24 08:52:20",0.77505
4171800,"Yaroslav Isaienkov","2019-12-24 08:54:19",0.78936
4169839,"James Thatcher","2019-12-24 08:57:44",0.82413
4170163,youlin,"2019-12-24 08:58:21",0.54396
4172085,Yassine,"2019-12-24 09:10:20",0.00000
4172163,"Mathurin Aché","2019-12-24 09:14:22",0.82413
4171889,"shubham goyal","2019-12-24 09:17:59",0.82413
4171800,"Yaroslav Isaienkov","2019-12-24 09:22:02",0.79345
4171046,RS,"2019-12-24 09:22:53",0.57055
4172217,"Daniele Maccagnola","2019-12-24 09:23:57",0.80163
4171046,RS,"2019-12-24 09:24:53",0.82413
4172085,Yassine,"2019-12-24 09:26:19",0.57055
4169535,Zakarie,"2019-12-24 09:33:56",0.80981
4170539,DemiLab,"2019-12-24 09:35:34",0.76687
4171688,"Duc Cao","2019-12-24 09:38:37",0.80879
4171902,"Sergey Khulapko","2019-12-24 09:41:45",0.77709
4172225,RVK,"2019-12-24 09:46:18",0.77402
4172085,Yassine,"2019-12-24 09:47:53",0.77607
4171896,TomHaber,"2019-12-24 10:03:14",0.76175
4172085,Yassine,"2019-12-24 10:04:47",0.78936
4172298,"Chris X","2019-12-24 10:08:26",0.00000
4172552,EShahi,"2019-12-24 10:11:10",0.81083
4172298,"Chris X","2019-12-24 10:12:41",0.71165
4171542,"Ramesh Chittumalla","2019-12-24 10:13:24",0.74437
4172179,Mr_Optimistic,"2019-12-24 10:16:44",0.79038
4171082,Disaster,"2019-12-24 10:21:01",0.82413
4169578,Mashlyn,"2019-12-24 10:21:19",0.82413
4170958,"Gunes Evitan","2019-12-24 10:22:33",0.77096
4171995,"Gerome Pistre","2019-12-24 10:25:05",0.00000
4171688,"Duc Cao","2019-12-24 10:25:59",0.82924
4172085,Yassine,"2019-12-24 10:27:01",0.79038
4172644,gokkulnath,"2019-12-24 10:30:10",0.82413
4172225,RVK,"2019-12-24 10:32:36",0.79856
4171955,"Dmitry Karyakin","2019-12-24 10:37:21",0.75869
4171955,"Dmitry Karyakin","2019-12-24 10:46:54",0.79652
4172729,sanjana,"2019-12-24 10:48:07",0.57055
4172529,Lithosphere,"2019-12-24 10:48:45",0.76584
4172709,Hironobukawaguchi,"2019-12-24 10:53:29",0.82413
4172343,"D Tejaswi Samrat","2019-12-24 10:54:57",0.78629
4172582,dmevdok,"2019-12-24 10:58:49",0.77914
4172217,"Daniele Maccagnola","2019-12-24 11:01:20",0.81492
4170836,lordvishwa,"2019-12-24 11:02:07",0.76278
4172526,PavanKalyan,"2019-12-24 11:02:49",0.57055
4170473,"J Karayil","2019-12-24 11:03:11",0.77709
4172598,cjma,"2019-12-24 11:09:54",0.82413
4172837,RicoMeinl,"2019-12-24 11:20:36",0.77505
4172780,Noname,"2019-12-24 11:22:17",0.82004
4170836,lordvishwa,"2019-12-24 11:24:07",0.79856
4170519,"Amal V Nair","2019-12-24 11:28:10",0.82106
4172582,dmevdok,"2019-12-24 11:34:04",0.80777
4172780,Noname,"2019-12-24 11:38:24",0.82106
4172943,"casial twixsamsung","2019-12-24 11:39:08",0.82413
4172872,"Arkadeepta Roy","2019-12-24 11:39:39",0.82413
4171258,"Arpan Sarkar","2019-12-24 11:47:22",0.77709
4172927,"Leandro Alencar","2019-12-24 11:53:25",0.80163
4172865,LexABzH,"2019-12-24 11:57:07",0.78732
4169725,"Huijun Zhao","2019-12-24 11:58:33",0.80572
4171611,Dmitriy,"2019-12-24 11:59:25",0.77505
4171491,Parag,"2019-12-24 12:07:03",0.79141
4171736,user,"2019-12-24 12:08:26",0.57055
4172293,"Steve Roberts","2019-12-24 12:10:00",0.77505
4172179,Mr_Optimistic,"2019-12-24 12:12:32",0.79141
4171896,TomHaber,"2019-12-24 12:14:15",0.76993
4172179,Mr_Optimistic,"2019-12-24 12:15:29",0.79754
4172780,Noname,"2019-12-24 12:15:32",0.82719
4171182,thedatamint,"2019-12-24 12:20:30",0.76073
4169490,"Paulo Pinto","2019-12-24 12:25:01",0.83026
4172529,Lithosphere,"2019-12-24 12:25:25",0.76993
4172865,LexABzH,"2019-12-24 12:30:25",0.79243
4172529,Lithosphere,"2019-12-24 12:36:46",0.79038
4172179,Mr_Optimistic,"2019-12-24 12:38:37",0.80061
4172870,"A. Lesniak","2019-12-24 12:39:44",0.78016
4170164,cprp,"2019-12-24 12:41:43",0.79345
4172972,"Hiroyuki NAGASHIMA","2019-12-24 12:43:14",0.57055
4171203,"Mohamad Merchant","2019-12-24 12:43:25",0.82515
4172298,"Chris X","2019-12-24 12:46:57",0.73006
4173250,"Ivar Maeland","2019-12-24 12:56:53",0.77505
4169548,"Salomon Kabongo ","2019-12-24 13:00:48",0.78936
4172027,olivier,"2019-12-24 13:00:49",0.00000
4172343,"D Tejaswi Samrat","2019-12-24 13:02:02",0.79856
4171736,user,"2019-12-24 13:02:29",0.77096
4173006,"Orges Leka #2","2019-12-24 13:02:59",0.57055
4172884,"Michal Kosinski","2019-12-24 13:03:26",0.69325
4172106,Sandeep_pandu,"2019-12-24 13:04:03",0.79959
4172027,olivier,"2019-12-24 13:11:56",0.77811
4172408,mahmoudvaziri,"2019-12-24 13:12:03",0.00000
4171145,"Siva Karthick","2019-12-24 13:18:32",0.77505
4171995,"Gerome Pistre","2019-12-24 13:35:22",0.75664
4172018,sycpy,"2019-12-24 13:40:43",0.79141
4173353,"Devakumar kp","2019-12-24 13:45:11",0.79754
4169548,"Salomon Kabongo ","2019-12-24 13:48:57",0.79959
4173006,"Orges Leka #2","2019-12-24 13:49:04",0.57566
4172392,"Maniceet Sahay","2019-12-24 13:53:49",0.80163
4172408,mahmoudvaziri,"2019-12-24 14:03:58",0.57770
4173513,"Ryo Namiki","2019-12-24 14:09:15",0.82413
4169872,"Mukharbek Organokov","2019-12-24 14:10:45",0.82413
4172729,sanjana,"2019-12-24 14:14:07",0.79550
4172248,"Loann Michon","2019-12-24 14:15:49",0.72392
4173411,"Shreyans Dhankhar","2019-12-24 14:20:05",0.75153
4173572,Skyline,"2019-12-24 14:25:42",0.82413
4173411,"Shreyans Dhankhar","2019-12-24 14:30:26",0.77300
4170837,"Sandeep Panchal","2019-12-24 14:36:31",0.77402
4173530,"Tegar D Pratama","2019-12-24 14:40:21",0.76380
4173439,"Victor Gonzalez Chamorro","2019-12-24 14:42:10",0.77505
4170270,"Tang Tun Yu","2019-12-24 14:43:55",0.79856
4173585,"Starchenkov Andrey","2019-12-24 14:46:21",0.78118
4171513,Nomb,"2019-12-24 14:47:02",0.77402
4173411,"Shreyans Dhankhar","2019-12-24 14:48:33",0.78323
4173531,"Alex Itkes","2019-12-24 14:50:11",0.77914
4170959,svam,"2019-12-24 14:55:30",0.80981
4173741,Shelldragoon1104,"2019-12-24 15:01:27",0.82413
4173479,"Yashchenko Yurii","2019-12-24 15:03:50",0.78527
4173716,"Jonny Lee","2019-12-24 15:09:33",0.80163
4173738,"isa k","2019-12-24 15:18:33",0.81083
4172724,"Ratchapoom kittiwattanasarn","2019-12-24 15:22:18",0.77505
4173678,"Zichen Wang","2019-12-24 15:24:50",0.81083
4173948,Tweeeet,"2019-12-24 15:27:10",0.57055
4173948,Tweeeet,"2019-12-24 15:27:35",0.77505
4173788,pairwiseseq,"2019-12-24 15:28:09",0.82413
4172595,DVPeer,"2019-12-24 15:28:59",0.80163
4172595,DVPeer,"2019-12-24 15:30:51",0.80879
4173259,"Aminu Abdulrahman","2019-12-24 15:31:06",0.77505
4172780,Noname,"2019-12-24 15:35:12",0.82822
4173678,"Zichen Wang","2019-12-24 15:39:09",0.81595
4171140,JNYork,"2019-12-24 15:43:27",0.81186
4173288,Devicharith,"2019-12-24 15:43:41",0.76789
4169624,"Tarek Hamdi","2019-12-24 15:44:21",0.00000
4173770,eido29,"2019-12-24 15:44:26",0.77505
4170798,"Kunal Sonawane","2019-12-24 15:51:42",0.77096
4173678,"Zichen Wang","2019-12-24 15:57:45",0.81799
4170402,"Hidenobu Tokuda","2019-12-24 16:02:11",0.77505
4172595,DVPeer,"2019-12-24 16:02:20",0.81083
4173726,Nur988,"2019-12-24 16:18:12",0.77505
4169875,"Mike Leske","2019-12-24 16:29:02",0.75460
4170733,"Si Feng","2019-12-24 16:42:06",0.80572
4169629,ortnalic,"2019-12-24 16:43:09",0.80879
4169875,"Mike Leske","2019-12-24 16:45:51",0.77709
4174019,"Nitesh Halai","2019-12-24 16:46:05",0.78323
4173736,"Hemanth sai","2019-12-24 16:53:22",0.76891
4173801,Firewalker,"2019-12-24 17:01:09",0.57055
4169875,"Mike Leske","2019-12-24 17:01:37",0.79959
4173801,Firewalker,"2019-12-24 17:13:25",0.78834
4169843,gatzutheberzerker,"2019-12-24 17:15:11",0.80163
4173381,Abuton,"2019-12-24 17:22:57",0.79141
4231826,"Aniket Thomas","2019-12-24 17:27:38",0.80163
4172225,RVK,"2019-12-24 17:36:22",0.80981
4173801,Firewalker,"2019-12-24 17:36:49",0.80265
4173479,"Yashchenko Yurii","2019-12-24 17:37:39",0.79141
4231826,"Aniket Thomas","2019-12-24 17:41:35",0.82413
4172539,BarelyPassing,"2019-12-24 17:45:43",0.57055
4171327,GMCV,"2019-12-24 17:46:40",0.77811
4171537,"Tallal Habib","2019-12-24 17:49:05",0.75869
4170342,Param087,"2019-12-24 17:51:42",0.77505
4174368,"Saibal De","2019-12-24 17:53:55",0.77505
4169743,LopesDaFonseca,"2019-12-24 17:55:15",0.76278
4171327,GMCV,"2019-12-24 17:57:14",0.78834
4170958,"Gunes Evitan","2019-12-24 18:02:15",0.78323
4172539,BarelyPassing,"2019-12-24 18:08:53",0.80061
4170958,"Gunes Evitan","2019-12-24 18:11:51",0.78936
4173801,Firewalker,"2019-12-24 18:17:13",0.80470
4171327,GMCV,"2019-12-24 18:20:19",0.79652
4173424,"Ben Storms","2019-12-24 18:21:59",0.77505
4170958,"Gunes Evitan","2019-12-24 18:25:59",0.79652
4174405,"Evgenii Petukhov","2019-12-24 18:27:25",0.79447
4172539,BarelyPassing,"2019-12-24 18:28:39",0.80777
4170023,IloveGod,"2019-12-24 18:30:56",0.79038
4174479,"Denis Logvinenko","2019-12-24 18:31:04",0.57055
4173422,DeepSJain,"2019-12-24 18:34:13",0.78323
4174349,"Matvei Novikov","2019-12-24 18:37:36",0.00000
4173335,amrrs,"2019-12-24 18:38:10",0.57055
4174211,"Sean Mahon","2019-12-24 18:38:53",0.77709
4174110,Pauravi,"2019-12-24 18:40:01",0.53271
4174110,Pauravi,"2019-12-24 18:44:20",0.57055
4174455,"Fredrick Neo","2019-12-24 18:45:47",0.79038
4173335,amrrs,"2019-12-24 18:49:17",0.77914
4174349,"Matvei Novikov","2019-12-24 18:52:00",0.80879
4174404,"Congcong Wang","2019-12-24 18:55:31",0.79243
4170958,"Gunes Evitan","2019-12-24 18:56:17",0.79959
4169611,"Zachary Escalante","2019-12-24 18:56:55",0.52556
4174349,"Matvei Novikov","2019-12-24 19:01:16",0.81288
4173335,amrrs,"2019-12-24 19:01:20",0.78118
4174442,GauravTavm,"2019-12-24 19:03:15",0.82413
4170837,"Sandeep Panchal","2019-12-24 19:04:52",0.79243
4174534,"machine man","2019-12-24 19:12:26",0.82413
4174539,Penitto,"2019-12-24 19:15:04",0.78527
4174556,MahirKukreja,"2019-12-24 19:16:21",0.82413
4174484,"Peter Bekins","2019-12-24 19:20:14",0.79345
4169743,LopesDaFonseca,"2019-12-24 19:25:39",0.76687
4174520,"Goutham Dommaraju","2019-12-24 19:31:08",0.77505
4169611,"Zachary Escalante","2019-12-24 19:32:22",0.77505
4172105,CDS,"2019-12-24 19:32:58",0.78834
4172528,"Rock Pereira","2019-12-24 19:34:34",0.57055
4174110,Pauravi,"2019-12-24 19:35:57",0.79550
4174611,"Hulanah Kilajahat","2019-12-24 19:40:06",0.79141
4172105,CDS,"2019-12-24 19:48:40",0.79856
4173775,ashmani,"2019-12-24 19:49:15",0.78936
4173531,"Alex Itkes","2019-12-24 19:49:16",0.78834
4169586,Hrushikesh,"2019-12-24 19:52:25",0.81083
4170243,xhlulu,"2019-12-24 20:04:35",0.76891
4174177,Terje,"2019-12-24 20:05:01",0.77096
4170243,xhlulu,"2019-12-24 20:07:16",0.77914
4173531,"Alex Itkes","2019-12-24 20:09:16",0.79959
4174520,"Goutham Dommaraju","2019-12-24 20:09:29",0.80368
4173606,Ali18,"2019-12-24 20:14:50",0.79038
4174735,"Disaster Prevention","2019-12-24 20:16:21",0.80368
4170243,xhlulu,"2019-12-24 20:16:49",0.79754
4174539,Penitto,"2019-12-24 20:36:33",0.79754
4174712,darksider78545,"2019-12-24 20:40:03",0.81083
4173479,"Yashchenko Yurii","2019-12-24 20:42:55",0.80777
4171009,NeoGo,"2019-12-24 20:52:39",0.83026
4174724,"Yohanes Alfredo","2019-12-24 20:53:46",0.82413
4174539,Penitto,"2019-12-24 20:54:25",0.80061
4174605,"R. Nsinga","2019-12-24 21:09:57",0.80981
4174713,"famert ","2019-12-24 21:22:29",0.77505
4171009,NeoGo,"2019-12-24 21:23:35",0.83128
4172157,iSmexy,"2019-12-24 21:29:28",0.77402
4174788,TensorFrozen,"2019-12-24 21:34:44",0.81083
4169970,sawfish,"2019-12-24 21:36:26",0.80572
4173479,"Yashchenko Yurii","2019-12-24 21:38:38",0.81288
4174611,"Hulanah Kilajahat","2019-12-24 21:48:26",0.80265
4174359,Esceptico,"2019-12-24 21:51:22",0.78425
4174484,"Peter Bekins","2019-12-24 22:01:36",0.79652
4172160,"Abeer S Abuzayed","2019-12-24 22:14:55",0.47443
4174713,"famert ","2019-12-24 22:17:39",0.79141
4172418,Mosfather,"2019-12-24 22:22:40",0.79141
4172160,"Abeer S Abuzayed","2019-12-24 22:31:48",0.53476
4173010,"Eduardo Munoz Sala","2019-12-24 22:33:17",0.79754
4170000,"Palash Chatterjee","2019-12-24 22:39:26",0.79243
4169503,"Diego Garcia Cerdas","2019-12-24 22:43:08",0.80777
4174855,Rackhun,"2019-12-24 22:54:39",0.78016
4174906,"Ding Han","2019-12-24 22:59:40",0.75562
4171800,"Yaroslav Isaienkov","2019-12-24 23:07:15",0.80674
4171087,jim95022,"2019-12-24 23:16:51",0.80470
4174949,Zepp,"2019-12-24 23:19:37",0.75051
4174952,Ajaxon6255,"2019-12-24 23:27:01",0.82413
4172612,"Sai Pavan Kumar Bhamidipati","2019-12-24 23:35:13",0.74028
4169743,LopesDaFonseca,"2019-12-24 23:39:57",0.77505
4172612,"Sai Pavan Kumar Bhamidipati","2019-12-24 23:57:45",0.75562
4169539,zehengl,"2019-12-25 00:08:10",0.82413
4174973,"Guillermo Caminero","2019-12-25 00:15:33",0.80879
4170010,"Aleck Wu","2019-12-25 00:31:57",0.82413
4175051,Hak333m,"2019-12-25 00:52:26",0.79447
4172254,"AI tech company lol","2019-12-25 01:01:17",0.79959
4171266,"Thiago Preischadt","2019-12-25 01:06:02",0.77198
4174207,"Michael George","2019-12-25 01:15:12",0.62678
4170141,liuzhangzhen,"2019-12-25 01:25:20",0.77505
4171266,"Thiago Preischadt","2019-12-25 01:33:33",0.77914
4175089,usui_hiroaki,"2019-12-25 01:36:02",0.78425
4175140,pigooosuke,"2019-12-25 01:36:41",0.57055
4173201,"Hamada Zahera","2019-12-25 01:40:06",0.80163
4173201,"Hamada Zahera","2019-12-25 01:42:33",0.80368
4170539,DemiLab,"2019-12-25 01:42:38",0.78629
4173201,"Hamada Zahera","2019-12-25 01:43:36",0.80879
4169875,"Mike Leske","2019-12-25 01:45:55",0.80777
4173545,dash,"2019-12-25 01:55:49",0.82208
4170952,"Sravan Roy","2019-12-25 02:03:10",0.82413
4170098,"Walter Giancarlo Pinedo Barrientos","2019-12-25 02:22:08",0.49488
4169875,"Mike Leske","2019-12-25 02:23:10",0.81901
4174207,"Michael George","2019-12-25 02:23:53",0.65950
4170098,"Walter Giancarlo Pinedo Barrientos","2019-12-25 02:26:29",0.57055
4174403,vkaggles,"2019-12-25 02:33:16",0.77505
4174403,vkaggles,"2019-12-25 02:42:33",0.79754
4171388,"LP space","2019-12-25 02:59:28",0.81288
4174947,"Linggih Saputro","2019-12-25 03:03:57",0.77505
4175435,Mateen,"2019-12-25 03:40:32",0.57055
4173456,"Saurabh Kumar","2019-12-25 03:42:08",0.83128
4169988,"amjad hanesh","2019-12-25 03:46:16",0.52453
4170539,DemiLab,"2019-12-25 03:49:44",0.79345
4174652,BLab,"2019-12-25 04:14:50",0.77505
4171270,"Pulkit Mehta","2019-12-25 04:17:42",0.57055
4170539,DemiLab,"2019-12-25 04:46:03",0.80265
4171182,thedatamint,"2019-12-25 04:46:47",0.79959
4175600,Manideep,"2019-12-25 05:02:59",0.57055
4175514,"Veselyev Aleksandr","2019-12-25 05:08:05",0.82413
4175608,"Kamal Chhirang","2019-12-25 05:11:00",0.00000
4170837,"Sandeep Panchal","2019-12-25 05:19:13",0.80163
4170119,MO0515,"2019-12-25 05:28:01",0.80674
4171293,RajatShinde,"2019-12-25 05:31:03",0.77505
4174947,"Linggih Saputro","2019-12-25 05:41:41",0.82413
4170517,"Harshit Gupta","2019-12-25 06:00:59",0.78425
4174495,JumpingDino,"2019-12-25 06:01:17",0.80163
4175009,QingZhou,"2019-12-25 06:25:33",0.79754
4175768,Swetha,"2019-12-25 06:39:28",0.77505
4171466,"Chetan Khaire","2019-12-25 06:42:23",0.77198
4172748,MSJose,"2019-12-25 06:45:17",0.77198
4175768,Swetha,"2019-12-25 06:46:45",0.79345
4172748,MSJose,"2019-12-25 07:03:59",0.82413
4172692,jarbol,"2019-12-25 07:18:31",0.80368
4175768,Swetha,"2019-12-25 07:20:05",0.81083
4175968,"Rahul Grover","2019-12-25 07:24:38",0.81083
4171096,"Mohsen Yazdinejad","2019-12-25 07:25:00",0.81697
4171096,"Mohsen Yazdinejad","2019-12-25 07:29:28",0.82617
4186570,LiuChang,"2019-12-25 07:30:06",0.80368
4176005,"Amit Kumar Jaiswal","2019-12-25 07:33:10",0.56952
4172897,"Megha Kapoor","2019-12-25 07:34:26",0.66871
4172780,Noname,"2019-12-25 07:35:45",0.82924
4174455,"Fredrick Neo","2019-12-25 07:39:27",0.79652
4170356,xywang,"2019-12-25 07:41:45",0.84662
4176005,"Amit Kumar Jaiswal","2019-12-25 07:42:15",0.80163
4170175,TY.Yang,"2019-12-25 07:46:38",0.80879
